Retailer;Retailer ID;Invoice Date;Region;State;City;Product;Price per Unit;Units Sold;Total Sales;Operating Profit;Operating Margin;Sales Method
Kohl's;1128299;03/05/2020;West;Colorado;Denver;Men's Athletic Footwear;69.00;168;11592.00;417.31;0.36;Online
Kohl's;1128299;04/05/2020;West;Colorado;Denver;Women's Street Footwear;60.00;113;6780.00;339.00;0.5;Online
Kohl's;1128299;05/05/2020;West;Colorado;Denver;Women's Athletic Footwear;59.00;100;5900.00;283.20;0.48;Online
Kohl's;1128299;06/05/2020;West;Colorado;Denver;Men's Apparel;74.00;120;8880.00;612.72;0.69;Online
Kohl's;1128299;07/05/2020;West;Colorado;Denver;Women's Apparel;65.00;106;6890.00;213.59;0.31;Online
Kohl's;1128299;08/05/2020;West;Colorado;Denver;Men's Street Footwear;51.00;137;6987.00;349.35;0.5;Online
Kohl's;1128299;09/05/2020;West;Colorado;Denver;Men's Athletic Footwear;54.00;152;8208.00;287.28;0.35;Online
Kohl's;1128299;10/05/2020;West;Colorado;Denver;Women's Street Footwear;51.00;102;5202.00;260.10;0.5;Online
Kohl's;1128299;11/05/2020;West;Colorado;Denver;Women's Athletic Footwear;53.00;85;4505.00;207.23;0.46;Online
Kohl's;1128299;12/05/2020;West;Colorado;Denver;Men's Apparel;64.00;75;4800.00;316.80;0.66;Online
Kohl's;1128299;13/05/2020;West;Colorado;Denver;Women's Apparel;65.00;105;6825.00;204.75;0.3;Online
Kohl's;1128299;14/05/2020;West;Colorado;Denver;Men's Street Footwear;52.00;150;7800.00;429.00;0.55;Online
Kohl's;1128299;15/05/2020;West;Colorado;Denver;Men's Athletic Footwear;55.00;150;8250.00;305.25;0.37;Online
Kohl's;1128299;16/05/2020;West;Colorado;Denver;Women's Street Footwear;51.00;128;6528.00;345.98;0.53;Online
Kohl's;1128299;17/05/2020;West;Colorado;Denver;Women's Athletic Footwear;60.00;116;6960.00;334.08;0.48;Online
Kohl's;1128299;18/05/2020;West;Colorado;Denver;Men's Apparel;68.00;105;7140.00;492.66;0.69;Online
Kohl's;1128299;19/05/2020;West;Colorado;Denver;Women's Apparel;73.00;130;9490.00;294.19;0.31;Online
Kohl's;1128299;20/05/2020;West;Colorado;Denver;Men's Street Footwear;59.00;203;11977.00;622.80;0.52;Online
Kohl's;1128299;21/05/2020;West;Colorado;Denver;Men's Athletic Footwear;64.00;182;11648.00;442.62;0.38;Online
Kohl's;1128299;22/05/2020;West;Colorado;Denver;Women's Street Footwear;60.00;125;7500.00;412.50;0.55;Online
Kohl's;1128299;23/05/2020;West;Colorado;Denver;Women's Athletic Footwear;63.00;125;7875.00;354.38;0.45;Online
Kohl's;1128299;24/05/2020;West;Colorado;Denver;Men's Apparel;68.00;115;7820.00;523.94;0.67;Online
Kohl's;1128299;25/05/2020;West;Colorado;Denver;Women's Apparel;75.00;137;10275.00;339.08;0.33;Online
Kohl's;1128299;26/05/2020;West;Colorado;Denver;Men's Street Footwear;36.00;117;4212.00;172.69;0.41;Online
Kohl's;1128299;27/05/2020;West;Colorado;Denver;Men's Athletic Footwear;48.00;131;6288.00;251.52;0.4;Online
Kohl's;1128299;28/05/2020;West;Colorado;Denver;Women's Street Footwear;46.00;135;6210.00;217.35;0.35;Online
Kohl's;1128299;29/05/2020;West;Colorado;Denver;Women's Athletic Footwear;49.00;78;3822.00;156.70;0.41;Online
Kohl's;1128299;30/05/2020;West;Washington;Seattle;Men's Apparel;51.00;73;3723.00;145.20;0.39;Online
Kohl's;1128299;31/05/2020;West;Washington;Seattle;Women's Apparel;46.00;125;5750.00;178.25;0.31;Online
Kohl's;1128299;01/06/2020;West;Washington;Seattle;Men's Street Footwear;36.00;138;4968.00;213.62;0.43;Online
Kohl's;1128299;02/06/2020;West;Washington;Seattle;Men's Athletic Footwear;47.00;131;6157.00;240.12;0.39;Online
Kohl's;1128299;03/06/2020;West;Washington;Seattle;Women's Street Footwear;47.00;122;5734.00;223.63;0.39;Online
Kohl's;1128299;04/06/2020;West;Washington;Seattle;Women's Athletic Footwear;48.00;87;4176.00;175.39;0.42;Online
Kohl's;1128299;05/06/2020;West;Washington;Seattle;Men's Apparel;52.00;65;3380.00;135.20;0.4;Online
Kohl's;1128299;06/06/2020;West;Washington;Seattle;Women's Apparel;46.00;123;5658.00;175.40;0.31;Online
Kohl's;1128299;07/06/2020;West;Washington;Seattle;Men's Street Footwear;46.00;167;7682.00;345.69;0.45;Online
Kohl's;1128299;08/06/2020;West;Washington;Seattle;Men's Athletic Footwear;58.00;115;6670.00;240.12;0.36;Online
Kohl's;1128299;09/06/2020;West;Washington;Seattle;Women's Street Footwear;60.00;115;6900.00;276.00;0.4;Online
Kohl's;1128299;10/06/2020;West;Washington;Seattle;Women's Athletic Footwear;64.00;85;5440.00;228.48;0.42;Online
Kohl's;1128299;11/06/2020;West;Washington;Seattle;Men's Apparel;69.00;46;3174.00;120.61;0.38;Online
Kohl's;1128299;12/06/2020;West;Washington;Seattle;Women's Apparel;62.00;105;6510.00;221.34;0.34;Online
Kohl's;1128299;13/06/2020;West;Washington;Seattle;Men's Street Footwear;68.00;160;10880.00;478.72;0.44;Online
Kohl's;1128299;14/06/2020;West;Washington;Seattle;Men's Athletic Footwear;71.00;88;6248.00;243.67;0.39;Online
Kohl's;1128299;15/06/2020;West;Washington;Seattle;Women's Street Footwear;74.00;120;8880.00;346.32;0.39;Online
Kohl's;1128299;16/06/2020;West;Washington;Seattle;Women's Athletic Footwear;55.00;90;4950.00;207.90;0.42;Online
Kohl's;1128299;17/06/2020;West;Washington;Seattle;Men's Apparel;59.00;56;3304.00;132.16;0.4;Online
Kohl's;1128299;18/06/2020;West;Washington;Seattle;Women's Apparel;78.00;88;6864.00;219.65;0.32;Online
Kohl's;1128299;19/06/2020;West;Washington;Seattle;Men's Street Footwear;55.00;165;9075.00;372.08;0.41;Online
Kohl's;1128299;20/06/2020;West;Washington;Seattle;Men's Athletic Footwear;60.00;108;6480.00;246.24;0.38;Online
Kohl's;1128299;21/06/2020;West;Washington;Seattle;Women's Street Footwear;61.00;120;7320.00;278.16;0.38;Online
Kohl's;1128299;22/06/2020;West;Washington;Seattle;Women's Athletic Footwear;59.00;90;5310.00;233.64;0.44;Online
Kohl's;1128299;23/06/2020;West;Washington;Seattle;Men's Apparel;60.00;52;3120.00;118.56;0.38;Online
Kohl's;1128299;24/06/2020;West;Washington;Seattle;Women's Apparel;75.00;125;9375.00;309.38;0.33;Online
Kohl's;1128299;25/06/2020;West;Washington;Seattle;Men's Street Footwear;71.00;195;13845.00;581.49;0.42;Online
Kohl's;1128299;26/06/2020;West;Washington;Seattle;Men's Athletic Footwear;74.00;188;13912.00;514.74;0.37;Online
Kohl's;1128299;27/06/2020;West;Washington;Seattle;Women's Street Footwear;72.00;163;11736.00;445.97;0.38;Online
Kohl's;1128299;28/06/2020;West;Washington;Seattle;Women's Athletic Footwear;75.00;125;9375.00;375.00;0.4;Online
Kohl's;1128299;29/06/2020;West;Washington;Seattle;Men's Apparel;82.00;105;8610.00;335.79;0.39;Online
Kohl's;1128299;30/06/2020;West;Washington;Seattle;Women's Apparel;98.00;182;17836.00;606.42;0.34;Online
Kohl's;1128299;01/07/2020;West;Washington;Seattle;Men's Street Footwear;73.00;239;17447.00;697.88;0.4;Online
Kohl's;1128299;02/07/2020;West;Washington;Seattle;Men's Athletic Footwear;82.00;182;14924.00;537.26;0.36;Online
Kohl's;1128299;03/07/2020;West;Washington;Seattle;Women's Street Footwear;78.00;175;13650.00;477.75;0.35;Online
Kohl's;1128299;04/07/2020;West;Washington;Seattle;Women's Athletic Footwear;78.00;137;10686.00;438.13;0.41;Online
Kohl's;1128299;05/07/2020;West;Washington;Seattle;Men's Apparel;77.00;144;11088.00;388.08;0.35;Online
Kohl's;1128299;06/07/2020;West;Washington;Seattle;Women's Apparel;95.00;155;14725.00;515.38;0.35;Online
Kohl's;1128299;07/07/2020;West;Washington;Seattle;Men's Street Footwear;80.00;217;17360.00;781.20;0.45;Online
Kohl's;1128299;08/07/2020;West;Washington;Seattle;Men's Athletic Footwear;77.00;210;16170.00;630.63;0.39;Online
Kohl's;1128299;09/07/2020;West;Washington;Seattle;Women's Street Footwear;73.00;163;11899.00;416.47;0.35;Online
Kohl's;1128299;10/07/2020;West;Washington;Seattle;Women's Athletic Footwear;74.00;155;11470.00;504.68;0.44;Online
Kohl's;1128299;11/07/2020;West;Washington;Seattle;Men's Apparel;71.00;155;11005.00;429.20;0.39;Online
Kohl's;1128299;12/07/2020;West;Washington;Seattle;Women's Apparel;76.00;108;8208.00;270.86;0.33;Online
Kohl's;1128299;13/07/2020;West;Washington;Seattle;Men's Street Footwear;64.00;156;9984.00;409.34;0.41;Online
Kohl's;1128299;14/07/2020;West;Washington;Seattle;Men's Athletic Footwear;71.00;174;12354.00;432.39;0.35;Online
Kohl's;1128299;15/07/2020;West;Washington;Seattle;Women's Street Footwear;63.00;135;8505.00;314.69;0.37;Online
Kohl's;1128299;16/07/2020;West;Washington;Seattle;Women's Athletic Footwear;67.00;112;7504.00;300.16;0.4;Online
Kohl's;1128299;17/07/2020;West;Washington;Seattle;Men's Apparel;72.00;111;7992.00;319.68;0.4;Online
Kohl's;1128299;18/07/2020;West;Washington;Seattle;Women's Apparel;62.00;113;7006.00;245.21;0.35;Online
Kohl's;1128299;19/07/2020;West;Washington;Seattle;Men's Street Footwear;58.00;149;8642.00;345.68;0.4;Online
Kohl's;1128299;20/07/2020;West;Washington;Seattle;Men's Athletic Footwear;64.00;138;8832.00;326.78;0.37;Online
Kohl's;1128299;21/07/2020;West;Washington;Seattle;Women's Street Footwear;56.00;113;6328.00;227.81;0.36;Online
Kohl's;1128299;22/07/2020;West;Washington;Seattle;Women's Athletic Footwear;58.00;98;5684.00;250.10;0.44;Online
Kohl's;1128299;23/07/2020;West;Washington;Seattle;Men's Apparel;69.00;94;6486.00;227.01;0.35;Online
Kohl's;1128299;24/07/2020;West;Washington;Seattle;Women's Apparel;71.00;101;7171.00;250.99;0.35;Online
Kohl's;1128299;25/07/2020;West;Washington;Seattle;Men's Street Footwear;54.00;162;8748.00;384.91;0.44;Online
Kohl's;1128299;26/07/2020;West;Washington;Seattle;Men's Athletic Footwear;60.00;188;11280.00;417.36;0.37;Online
Kohl's;1128299;27/07/2020;West;Washington;Seattle;Women's Street Footwear;54.00;124;6696.00;247.75;0.37;Online
Kohl's;1128299;28/07/2020;West;Washington;Seattle;Women's Athletic Footwear;69.00;117;8073.00;347.14;0.43;Online
Kohl's;1128299;29/07/2020;West;Washington;Seattle;Men's Apparel;85.00;115;9775.00;391.00;0.4;Online
Kohl's;1128299;30/07/2020;West;Washington;Seattle;Women's Apparel;88.00;138;12144.00;376.46;0.31;Online
Kohl's;1128299;31/07/2020;West;Washington;Seattle;Men's Street Footwear;78.00;188;14664.00;586.56;0.4;Online
Kohl's;1128299;01/08/2020;West;Washington;Seattle;Men's Athletic Footwear;77.00;195;15015.00;570.57;0.38;Online
Kohl's;1128299;02/08/2020;West;Washington;Seattle;Women's Street Footwear;73.00;138;10074.00;392.89;0.39;Online
Kohl's;1128299;03/08/2020;West;Washington;Seattle;Women's Athletic Footwear;76.00;138;10488.00;450.98;0.43;Online
Kohl's;1128299;04/08/2020;West;Washington;Seattle;Men's Apparel;82.00;133;10906.00;414.43;0.38;Online
Kohl's;1128299;05/08/2020;West;Washington;Seattle;Women's Apparel;86.00;150;12900.00;438.60;0.34;Online
Kohl's;1185732;06/08/2020;West;Washington;Seattle;Men's Street Footwear;44.00;273;12012.00;660.66;0.55;Online
Kohl's;1185732;07/08/2020;West;Washington;Seattle;Men's Athletic Footwear;41.00;221;9061.00;443.99;0.49;Online
Kohl's;1185732;08/08/2020;West;Washington;Seattle;Women's Street Footwear;34.00;230;7820.00;304.98;0.39;Online
Kohl's;1185732;09/08/2020;West;Washington;Seattle;Women's Athletic Footwear;38.00;175;6650.00;266.00;0.4;Online
Kohl's;1185732;10/08/2020;Southeast;Florida;Miami;Men's Apparel;50.00;195;9750.00;487.50;0.5;Online
Kohl's;1185732;11/08/2020;Southeast;Florida;Miami;Women's Apparel;41.00;247;10127.00;627.87;0.62;Online
Kohl's;1185732;12/08/2020;Southeast;Florida;Miami;Men's Street Footwear;43.00;319;13717.00;781.87;0.57;Online
Kohl's;1185732;13/08/2020;Southeast;Florida;Miami;Men's Athletic Footwear;43.00;195;8385.00;410.87;0.49;Online
Kohl's;1185732;14/08/2020;Southeast;Florida;Miami;Women's Street Footwear;32.00;240;7680.00;291.84;0.38;Online
Kohl's;1185732;15/08/2020;Southeast;Florida;Miami;Women's Athletic Footwear;38.00;169;6422.00;282.57;0.44;Online
Kohl's;1185732;16/08/2020;Southeast;Florida;Miami;Men's Apparel;53.00;218;11554.00;554.59;0.48;Online
Kohl's;1185732;17/08/2020;Southeast;Florida;Miami;Women's Apparel;41.00;221;9061.00;588.97;0.65;Online
Kohl's;1185732;18/08/2020;Southeast;Florida;Miami;Men's Street Footwear;41.00;268;10988.00;659.28;0.6;Online
Kohl's;1185732;19/08/2020;Southeast;Florida;Miami;Men's Athletic Footwear;42.00;225;9450.00;453.60;0.48;Online
Kohl's;1185732;20/08/2020;Southeast;Florida;Miami;Women's Street Footwear;32.00;217;6944.00;243.04;0.35;Online
Kohl's;1185732;21/08/2020;Southeast;Florida;Miami;Women's Athletic Footwear;36.00;175;6300.00;252.00;0.4;Online
Kohl's;1185732;22/08/2020;Southeast;Florida;Miami;Men's Apparel;53.00;182;9646.00;443.72;0.46;Online
Kohl's;1185732;23/08/2020;Southeast;Florida;Miami;Women's Apparel;42.00;225;9450.00;604.80;0.64;Online
Kohl's;1185732;24/04/2020;Southeast;Florida;Miami;Men's Street Footwear;42.00;256;10752.00;623.62;0.58;Online
Kohl's;1185732;24/04/2020;Southeast;Florida;Miami;Men's Athletic Footwear;41.00;210;8610.00;430.50;0.5;Online
Kohl's;1185732;24/04/2020;Southeast;Florida;Miami;Women's Street Footwear;32.00;203;6496.00;259.84;0.4;Online
Kohl's;1185732;24/04/2020;Southeast;Florida;Miami;Women's Athletic Footwear;38.00;189;7182.00;323.19;0.45;Online
Kohl's;1185732;24/04/2020;Southeast;Florida;Miami;Men's Apparel;52.00;196;10192.00;458.64;0.45;Online
Kohl's;1185732;24/04/2020;Southeast;Florida;Miami;Women's Apparel;44.00;208;9152.00;549.12;0.6;Online
Kohl's;1185732;24/04/2020;Southeast;Florida;Miami;Men's Street Footwear;52.00;300;15600.00;873.60;0.56;Online
Kohl's;1185732;24/04/2020;Southeast;Florida;Miami;Men's Athletic Footwear;54.00;194;10476.00;523.80;0.5;Online
Kohl's;1185732;24/04/2020;Southeast;Florida;Miami;Women's Street Footwear;47.00;188;8836.00;326.93;0.37;Online
Kohl's;1185732;24/04/2020;Southeast;Florida;Miami;Women's Athletic Footwear;49.00;175;8575.00;368.73;0.43;Online
Kohl's;1185732;24/04/2020;Southeast;Florida;Miami;Men's Apparel;58.00;196;11368.00;534.30;0.47;Online
Kohl's;1185732;24/04/2020;Southeast;Florida;Miami;Women's Apparel;64.00;248;15872.00;1015.81;0.64;Online
Kohl's;1185732;24/04/2020;Southeast;Florida;Miami;Men's Street Footwear;55.00;290;15950.00;941.05;0.59;Online
Kohl's;1185732;24/04/2020;Southeast;Florida;Miami;Men's Athletic Footwear;54.00;206;11124.00;545.08;0.49;Online
Kohl's;1185732;07/09/2020;Southeast;Florida;Miami;Women's Street Footwear;49.00;208;10192.00;356.72;0.35;Online
Kohl's;1185732;08/09/2020;Southeast;Florida;Miami;Women's Athletic Footwear;47.00;217;10199.00;407.96;0.4;Online
Kohl's;1185732;09/09/2020;Southeast;Florida;Miami;Men's Apparel;62.00;233;14446.00;707.85;0.49;Online
Kohl's;1185732;10/09/2020;Southeast;Florida;Miami;Women's Apparel;63.00;259;16317.00;1060.61;0.65;Online
Kohl's;1185732;11/09/2020;Southeast;Florida;Miami;Men's Street Footwear;60.00;299;17940.00;1076.40;0.6;Online
Kohl's;1185732;12/09/2020;Southeast;Florida;Miami;Men's Athletic Footwear;57.00;225;12825.00;589.95;0.46;Online
Kohl's;1185732;13/09/2020;Southeast;Florida;Miami;Women's Street Footwear;50.00;215;10750.00;397.75;0.37;Online
Kohl's;1185732;14/09/2020;Southeast;Florida;Miami;Women's Athletic Footwear;53.00;233;12349.00;531.01;0.43;Online
Kohl's;1185732;15/09/2020;Southeast;Florida;Miami;Men's Apparel;61.00;208;12688.00;621.71;0.49;Online
Kohl's;1185732;16/09/2020;Southeast;Florida;Miami;Women's Apparel;67.00;244;16348.00;1062.62;0.65;Online
Kohl's;1185732;17/09/2020;Southeast;Florida;Miami;Men's Street Footwear;60.00;304;18240.00;1039.68;0.57;Online
Kohl's;1185732;18/09/2020;Southeast;Florida;Miami;Men's Athletic Footwear;55.00;252;13860.00;623.70;0.45;Online
Kohl's;1185732;19/09/2020;Southeast;Florida;Miami;Women's Street Footwear;53.00;231;12243.00;452.99;0.37;Online
Kohl's;1185732;20/09/2020;Southeast;Florida;Miami;Women's Athletic Footwear;44.00;233;10252.00;410.08;0.4;Online
Kohl's;1185732;21/09/2020;Southeast;Florida;Miami;Men's Apparel;52.00;225;11700.00;526.50;0.45;Online
Kohl's;1185732;22/09/2020;Southeast;Florida;Miami;Women's Apparel;56.00;278;15568.00;949.65;0.61;Online
Kohl's;1185732;23/09/2020;Southeast;Florida;Miami;Men's Street Footwear;53.00;284;15052.00;827.86;0.55;Online
Kohl's;1185732;24/09/2020;Southeast;Florida;Miami;Men's Athletic Footwear;46.00;255;11730.00;527.85;0.45;Online
Kohl's;1185732;25/09/2020;Southeast;Florida;Miami;Women's Street Footwear;41.00;225;9225.00;341.33;0.37;Online
Kohl's;1185732;26/09/2020;Southeast;Florida;Miami;Women's Athletic Footwear;42.00;210;8820.00;379.26;0.43;Online
Kohl's;1185732;27/09/2020;Southeast;Florida;Miami;Men's Apparel;50.00;210;10500.00;525.00;0.5;Online
Kohl's;1185732;28/09/2020;Southeast;Florida;Miami;Women's Apparel;55.00;223;12265.00;772.70;0.63;Online
Kohl's;1185732;29/09/2020;Southeast;Florida;Miami;Men's Street Footwear;56.00;270;15120.00;907.20;0.6;Online
Kohl's;1185732;30/09/2020;Southeast;Florida;Miami;Men's Athletic Footwear;47.00;215;10105.00;454.73;0.45;Online
Kohl's;1185732;01/10/2020;Southeast;Florida;Miami;Women's Street Footwear;47.00;203;9541.00;372.10;0.39;Online
Kohl's;1185732;02/10/2020;Southeast;Florida;Miami;Women's Athletic Footwear;45.00;182;8190.00;360.36;0.44;Online
Kohl's;1185732;03/10/2020;Southeast;Florida;Miami;Men's Apparel;57.00;189;10773.00;538.65;0.5;Online
Kohl's;1185732;04/10/2020;Southeast;Florida;Miami;Women's Apparel;59.00;223;13157.00;855.21;0.65;Online
Kohl's;1185732;05/10/2020;Southeast;Florida;Miami;Men's Street Footwear;56.00;244;13664.00;792.51;0.58;Online
Kohl's;1185732;06/10/2020;Southeast;Florida;Miami;Men's Athletic Footwear;49.00;224;10976.00;526.85;0.48;Online
Kohl's;1185732;07/10/2020;Southeast;Florida;Miami;Women's Street Footwear;46.00;224;10304.00;381.25;0.37;Online
Kohl's;1185732;08/10/2020;Southeast;Florida;Miami;Women's Athletic Footwear;49.00;202;9898.00;435.51;0.44;Online
Kohl's;1185732;09/10/2020;Southeast;Florida;Miami;Men's Apparel;64.00;195;12480.00;624.00;0.5;Online
Kohl's;1185732;10/10/2020;Southeast;Florida;Miami;Women's Apparel;64.00;213;13632.00;817.92;0.6;Online
Kohl's;1185732;24/05/2020;Southeast;Florida;Miami;Men's Street Footwear;63.00;323;20349.00;1139.54;0.56;Online
Kohl's;1185732;24/05/2020;Southeast;Florida;Miami;Men's Athletic Footwear;51.00;254;12954.00;608.84;0.47;Online
Kohl's;1185732;24/05/2020;Southeast;Florida;Miami;Women's Street Footwear;52.00;248;12896.00;477.15;0.37;Online
Kohl's;1185732;24/05/2020;Southeast;Florida;Miami;Women's Athletic Footwear;54.00;209;11286.00;485.30;0.43;Online
Kohl's;1185732;24/05/2020;Southeast;Florida;Miami;Men's Apparel;60.00;202;12120.00;593.88;0.49;Online
Kohl's;1185732;24/05/2020;Southeast;Florida;Miami;Women's Apparel;64.00;219;14016.00;883.01;0.63;Online
Kohl's;1185732;17/10/2020;Southeast;Florida;Miami;Men's Street Footwear;33.00;131;4323.00;194.54;0.45;Online
Kohl's;1185732;18/10/2020;Southeast;Florida;Miami;Men's Athletic Footwear;33.00;65;2145.00;85.80;0.4;Online
Kohl's;1185732;19/10/2020;Southeast;Florida;Miami;Women's Street Footwear;24.00;63;1512.00;66.53;0.44;Online
Kohl's;1185732;20/10/2020;Southeast;Florida;Miami;Women's Athletic Footwear;29.00;26;754.00;33.93;0.45;Online
Kohl's;1185732;21/10/2020;Midwest;Minnesota;Minneapolis;Men's Apparel;43.00;39;1677.00;75.47;0.45;Online
Kohl's;1185732;22/10/2020;Midwest;Minnesota;Minneapolis;Women's Apparel;32.00;65;2080.00;116.48;0.56;Online
Kohl's;1185732;23/10/2020;Midwest;Minnesota;Minneapolis;Men's Street Footwear;32.00;135;4320.00;194.40;0.45;Online
Kohl's;1185732;24/10/2020;Midwest;Minnesota;Minneapolis;Men's Athletic Footwear;34.00;38;1292.00;58.14;0.45;Online
Kohl's;1185732;25/10/2020;Midwest;Minnesota;Minneapolis;Women's Street Footwear;25.00;56;1400.00;58.80;0.42;Online
Kohl's;1185732;26/10/2020;Midwest;Minnesota;Minneapolis;Women's Athletic Footwear;27.00;20;540.00;25.38;0.47;Online
Kohl's;1185732;27/10/2020;Midwest;Minnesota;Minneapolis;Men's Apparel;41.00;44;1804.00;73.96;0.41;Online
Kohl's;1185732;28/10/2020;Midwest;Minnesota;Minneapolis;Women's Apparel;34.00;65;2210.00;121.55;0.55;Online
Kohl's;1185732;29/10/2020;Midwest;Minnesota;Minneapolis;Men's Street Footwear;39.00;116;4524.00;226.20;0.5;Online
Kohl's;1185732;30/10/2020;Midwest;Minnesota;Minneapolis;Men's Athletic Footwear;38.00;35;1330.00;53.20;0.4;Online
Kohl's;1185732;31/10/2020;Midwest;Minnesota;Minneapolis;Women's Street Footwear;29.00;53;1537.00;69.17;0.45;Online
Kohl's;1185732;01/11/2020;Midwest;Minnesota;Minneapolis;Women's Athletic Footwear;32.00;7;224.00;11.20;0.5;Online
Kohl's;1185732;02/11/2020;Midwest;Minnesota;Minneapolis;Men's Apparel;47.00;19;893.00;37.51;0.42;Online
Kohl's;1185732;03/11/2020;Midwest;Minnesota;Minneapolis;Women's Apparel;38.00;47;1786.00;98.23;0.55;Online
Kohl's;1185732;04/11/2020;Midwest;Minnesota;Minneapolis;Men's Street Footwear;36.00;120;4320.00;203.04;0.47;Online
Kohl's;1185732;05/11/2020;Midwest;Minnesota;Minneapolis;Men's Athletic Footwear;38.00;28;1064.00;44.69;0.42;Online
Kohl's;1185732;06/11/2020;Midwest;Minnesota;Minneapolis;Women's Street Footwear;29.00;26;754.00;33.18;0.44;Online
Kohl's;1185732;07/11/2020;Midwest;Minnesota;Minneapolis;Women's Athletic Footwear;32.00;7;224.00;11.20;0.5;Online
Kohl's;1185732;08/11/2020;Midwest;Minnesota;Minneapolis;Men's Apparel;47.00;14;658.00;26.32;0.4;Online
Kohl's;1185732;09/11/2020;Midwest;Minnesota;Minneapolis;Women's Apparel;36.00;53;1908.00;114.48;0.6;Online
Kohl's;1185732;10/11/2020;Midwest;Minnesota;Minneapolis;Men's Street Footwear;48.00;116;5568.00;261.70;0.47;Online
Kohl's;1185732;11/11/2020;Midwest;Minnesota;Minneapolis;Men's Athletic Footwear;44.00;44;1936.00;79.38;0.41;Online
Kohl's;1185732;12/11/2020;Midwest;Minnesota;Minneapolis;Women's Street Footwear;37.00;38;1406.00;61.86;0.44;Online
Kohl's;1185732;13/11/2020;Midwest;Minnesota;Minneapolis;Women's Athletic Footwear;36.00;13;468.00;22.93;0.49;Online
Kohl's;1185732;14/11/2020;Midwest;Minnesota;Minneapolis;Men's Apparel;50.00;20;1000.00;41.00;0.41;Online
Kohl's;1185732;15/11/2020;Midwest;Minnesota;Minneapolis;Women's Apparel;58.00;51;2958.00;174.52;0.59;Online
Kohl's;1185732;16/11/2020;Midwest;Minnesota;Minneapolis;Men's Street Footwear;44.00;106;4664.00;228.54;0.49;Online
Kohl's;1185732;17/11/2020;Midwest;Minnesota;Minneapolis;Men's Athletic Footwear;38.00;49;1862.00;76.34;0.41;Online
Kohl's;1185732;18/11/2020;Midwest;Minnesota;Minneapolis;Women's Street Footwear;33.00;47;1551.00;69.80;0.45;Online
Kohl's;1185732;19/11/2020;Midwest;Minnesota;Minneapolis;Women's Athletic Footwear;32.00;45;1440.00;67.68;0.47;Online
Kohl's;1185732;20/11/2020;Midwest;Minnesota;Minneapolis;Men's Apparel;49.00;45;2205.00;92.61;0.42;Online
Kohl's;1185732;21/11/2020;Midwest;Minnesota;Minneapolis;Women's Apparel;53.00;81;4293.00;240.41;0.56;Online
Kohl's;1185732;22/11/2020;Midwest;Minnesota;Minneapolis;Men's Street Footwear;49.00;160;7840.00;368.48;0.47;Online
Kohl's;1185732;23/11/2020;Midwest;Minnesota;Minneapolis;Men's Athletic Footwear;42.00;75;3150.00;141.75;0.45;Online
Kohl's;1185732;24/11/2020;Midwest;Minnesota;Minneapolis;Women's Street Footwear;36.00;63;2268.00;95.26;0.42;Online
Kohl's;1185732;25/11/2020;Midwest;Minnesota;Minneapolis;Women's Athletic Footwear;38.00;51;1938.00;93.02;0.48;Online
Kohl's;1185732;26/11/2020;Midwest;Minnesota;Minneapolis;Men's Apparel;49.00;58;2842.00;116.52;0.41;Online
Kohl's;1185732;27/11/2020;Midwest;Minnesota;Minneapolis;Women's Apparel;54.00;98;5292.00;291.06;0.55;Online
Kohl's;1185732;28/11/2020;Midwest;Minnesota;Minneapolis;Men's Street Footwear;47.00;137;6439.00;302.63;0.47;Online
Kohl's;1185732;29/11/2020;Midwest;Minnesota;Minneapolis;Men's Athletic Footwear;43.00;87;3741.00;153.38;0.41;Online
Kohl's;1185732;30/11/2020;Midwest;Minnesota;Minneapolis;Women's Street Footwear;37.00;68;2516.00;100.64;0.4;Online
Kohl's;1185732;01/12/2020;Midwest;Minnesota;Minneapolis;Women's Athletic Footwear;33.00;47;1551.00;76.00;0.49;Online
Kohl's;1185732;02/12/2020;Midwest;Minnesota;Minneapolis;Men's Apparel;42.00;42;1764.00;72.32;0.41;Online
Kohl's;1185732;03/12/2020;Midwest;Minnesota;Minneapolis;Women's Apparel;46.00;88;4048.00;230.74;0.57;Online
Kohl's;1185732;04/12/2020;Midwest;Minnesota;Minneapolis;Men's Street Footwear;43.00;113;4859.00;233.23;0.48;Online
Kohl's;1185732;05/12/2020;Midwest;Minnesota;Minneapolis;Men's Athletic Footwear;37.00;73;2701.00;121.55;0.45;Online
Kohl's;1185732;06/12/2020;Midwest;Minnesota;Minneapolis;Women's Street Footwear;24.00;41;984.00;39.36;0.4;Online
Kohl's;1185732;07/12/2020;Midwest;Minnesota;Minneapolis;Women's Athletic Footwear;24.00;31;744.00;34.22;0.46;Online
Kohl's;1185732;08/12/2020;Midwest;Minnesota;Minneapolis;Men's Apparel;32.00;34;1088.00;47.87;0.44;Online
Kohl's;1185732;09/12/2020;Midwest;Minnesota;Minneapolis;Women's Apparel;39.00;52;2028.00;115.60;0.57;Online
Kohl's;1185732;10/12/2020;Midwest;Minnesota;Minneapolis;Men's Street Footwear;41.00;98;4018.00;188.85;0.47;Online
Kohl's;1185732;11/12/2020;Midwest;Minnesota;Minneapolis;Men's Athletic Footwear;34.00;58;1972.00;84.80;0.43;Online
